experiment_id,video_id,model_name,technique_name,rag_enabled,pred_name_original,pred_name_en,is_hallucinated
13,13,Llama 3.2 3B Instruct,zero-shot,false,Petis Udang,Shrimp Paste,true
13,13,Llama 3.2 3B Instruct,zero-shot,false,Garam,Salt,false
13,13,Llama 3.2 3B Instruct,zero-shot,false,Sos Ikan,Fish Sauce,true
13,13,Llama 3.2 3B Instruct,zero-shot,false,Sayur Sawi,Spinach,true
13,13,Llama 3.2 3B Instruct,zero-shot,false,Lada,Pepper,true
16,16,Llama 3.2 3B Instruct,zero-shot,false,,,true
16,16,Llama 3.2 3B Instruct,zero-shot,false,,,true
16,16,Llama 3.2 3B Instruct,zero-shot,false,,,true
16,16,Llama 3.2 3B Instruct,zero-shot,false,,,true
16,16,Llama 3.2 3B Instruct,zero-shot,false,,,true
16,16,Llama 3.2 3B Instruct,zero-shot,false,,,true
16,16,Llama 3.2 3B Instruct,zero-shot,false,,,true
16,16,Llama 3.2 3B Instruct,zero-shot,false,,,true
16,16,Llama 3.2 3B Instruct,zero-shot,false,,,true
17,17,Llama 3.2 3B Instruct,zero-shot,false,Daging Frozen,Frozen Meat,true
17,17,Llama 3.2 3B Instruct,zero-shot,false,Macaroni,Macaroni,true
17,17,Llama 3.2 3B Instruct,zero-shot,false,Bawang Merah,Red Onion,true
17,17,Llama 3.2 3B Instruct,zero-shot,false,Bawang Putih,Garlic,true
17,17,Llama 3.2 3B Instruct,zero-shot,false,Cili,Chili,true
17,17,Llama 3.2 3B Instruct,zero-shot,false,Kicap Manis,Sweet Soy Sauce,true
17,17,Llama 3.2 3B Instruct,zero-shot,false,Sos Tiram,Tiramisu Sauce,true
17,17,Llama 3.2 3B Instruct,zero-shot,false,Sos Tomato,Tomato Sauce,true
17,17,Llama 3.2 3B Instruct,zero-shot,false,Lada,Black Pepper,true
17,17,Llama 3.2 3B Instruct,zero-shot,false,Daun Sup,Spinach,true
17,17,Llama 3.2 3B Instruct,zero-shot,false,Bawang Goreng,Fried Garlic,true
17,17,Llama 3.2 3B Instruct,zero-shot,false,Limau Nipis,Lime Juice,true
19,19,Llama 3.2 3B Instruct,zero-shot,false,Bawang Merah,Onion,true
19,19,Llama 3.2 3B Instruct,zero-shot,false,Daun Kucai,Pandan Leaves,true
19,19,Llama 3.2 3B Instruct,zero-shot,false,Lada Besar,Large Pepper,true
19,19,Llama 3.2 3B Instruct,zero-shot,false,Crab Stick,Crab Stick,true
19,19,Llama 3.2 3B Instruct,zero-shot,false,Tepung Gandum,Gandum Flour,false
19,19,Llama 3.2 3B Instruct,zero-shot,false,Ikan Bilis,Dried Anchovies,true
19,19,Llama 3.2 3B Instruct,zero-shot,false,Garam,Salt,false
19,19,Llama 3.2 3B Instruct,zero-shot,false,F&N Club Soda Water,Club Soda Water,true
20,20,Llama 3.2 3B Instruct,zero-shot,false,னிுக,Kacang Tanah,true
20,20,Llama 3.2 3B Instruct,zero-shot,false,பிுக,Bawang Merah,false
20,20,Llama 3.2 3B Instruct,zero-shot,false,பிுக,Seri,true
20,20,Llama 3.2 3B Instruct,zero-shot,false,பிுக,Lengkuas,true
20,20,Llama 3.2 3B Instruct,zero-shot,false,பிுக,Halia,true
20,20,Llama 3.2 3B Instruct,zero-shot,false,பிுக,Bawang Putih,true
20,20,Llama 3.2 3B Instruct,zero-shot,false,பிுக,Udang Kering,true
20,20,Llama 3.2 3B Instruct,zero-shot,false,பிுக,Cili Kisar,true
20,20,Llama 3.2 3B Instruct,zero-shot,false,பிுக,Gula Melaka,true
20,20,Llama 3.2 3B Instruct,zero-shot,false,பிுக,Garam,false
20,20,Llama 3.2 3B Instruct,zero-shot,false,பிுக,Perasa,true
22,22,Llama 3.2 3B Instruct,zero-shot,false,盤気趀,Tofu,true
22,22,Llama 3.2 3B Instruct,zero-shot,false,趀盤,Tofu (firm),true
22,22,Llama 3.2 3B Instruct,zero-shot,false,趀盤,Tofu (firm),true
22,22,Llama 3.2 3B Instruct,zero-shot,false,趀盤,Tofu (firm),true
22,22,Llama 3.2 3B Instruct,zero-shot,false,趀盤,Tofu (firm),true
22,22,Llama 3.2 3B Instruct,zero-shot,false,趀盤,Tofu (firm),true
22,22,Llama 3.2 3B Instruct,zero-shot,false,趀盤,Tofu (firm),true
22,22,Llama 3.2 3B Instruct,zero-shot,false,趀盤,Tofu (firm),true
22,22,Llama 3.2 3B Instruct,zero-shot,false,趀盤,Tofu (firm),true
22,22,Llama 3.2 3B Instruct,zero-shot,false,趀盤,Tofu (firm),true
22,22,Llama 3.2 3B Instruct,zero-shot,false,趀盤,Tofu (firm),true
22,22,Llama 3.2 3B Instruct,zero-shot,false,趀盤,Tofu (firm),true
22,22,Llama 3.2 3B Instruct,zero-shot,false,趀盤,Tofu (firm),true
22,22,Llama 3.2 3B Instruct,zero-shot,false,趀盤,Tofu (firm),true
22,22,Llama 3.2 3B Instruct,zero-shot,false,趀盤,Tofu (firm),true
22,22,Llama 3.2 3B Instruct,zero-shot,false,趀盤,Tofu (firm),true
22,22,Llama 3.2 3B Instruct,zero-shot,false,趀盤,Tofu (firm),true
22,22,Llama 3.2 3B Instruct,zero-shot,false,趀盤,Tofu (firm),true
22,22,Llama 3.2 3B Instruct,zero-shot,false,趀盤,Tofu (firm),true
22,22,Llama 3.2 3B Instruct,zero-shot,false,趀盤,Tofu (firm),true
23,23,Llama 3.2 3B Instruct,zero-shot,false,Udang,Shrimp,false
23,23,Llama 3.2 3B Instruct,zero-shot,false,Tempoyak,Fermented Duck Blood,false
23,23,Llama 3.2 3B Instruct,zero-shot,false,Petai,Stinging Nettle,false
23,23,Llama 3.2 3B Instruct,zero-shot,false,Garam,Salt,false
23,23,Llama 3.2 3B Instruct,zero-shot,false,Kunyit,Turmeric,false
23,23,Llama 3.2 3B Instruct,zero-shot,false,Bawang Merah,Red Onion,false
23,23,Llama 3.2 3B Instruct,zero-shot,false,Bawang Putih,Garlic,false
23,23,Llama 3.2 3B Instruct,zero-shot,false,Seri,Lemongrass,false
23,23,Llama 3.2 3B Instruct,zero-shot,false,Gula Serbuk,Brown Sugar,true
24,24,Llama 3.2 3B Instruct,zero-shot,false,,Chocolate Chips,false
24,24,Llama 3.2 3B Instruct,zero-shot,false,,Whipping Cream,false
24,24,Llama 3.2 3B Instruct,zero-shot,false,,Cooking Cream,false
25,25,Llama 3.2 3B Instruct,zero-shot,false,Bawang putih,Garlic,false
25,25,Llama 3.2 3B Instruct,zero-shot,false,Ketumbar,Parsley,true
25,25,Llama 3.2 3B Instruct,zero-shot,false,Bawang merah,Red onion,false
25,25,Llama 3.2 3B Instruct,zero-shot,false,Serai,Lemongrass,false
25,25,Llama 3.2 3B Instruct,zero-shot,false,Sup bunjut ikan,,false
25,25,Llama 3.2 3B Instruct,zero-shot,false,Cili padi,Red chili pepper,false
25,25,Llama 3.2 3B Instruct,zero-shot,false,Ikan merah,Red fish,false
25,25,Llama 3.2 3B Instruct,zero-shot,false,Tomato,Tomato,false
26,26,Llama 3.2 3B Instruct,zero-shot,false,Tepung gandum,All-purpose flour,false
26,26,Llama 3.2 3B Instruct,zero-shot,false,Garam,Salt,false
26,26,Llama 3.2 3B Instruct,zero-shot,false,Cinnamon,Cinnamon,false
26,26,Llama 3.2 3B Instruct,zero-shot,false,Baking powder,Baking powder,false
26,26,Llama 3.2 3B Instruct,zero-shot,false,Gula,Sugar,false
26,26,Llama 3.2 3B Instruct,zero-shot,false,Telur,Egg,false
26,26,Llama 3.2 3B Instruct,zero-shot,false,Esen vanila,Vanilla extract,false
26,26,Llama 3.2 3B Instruct,zero-shot,false,Dairy milk,Milk,true
26,26,Llama 3.2 3B Instruct,zero-shot,false,Butter,Butter,false
26,26,Llama 3.2 3B Instruct,zero-shot,false,Apple hijau,Green apple,false
27,27,Llama 3.2 3B Instruct,zero-shot,false,னிகு,Siakap,false
27,27,Llama 3.2 3B Instruct,zero-shot,false,பிகு,Serasi,true
27,27,Llama 3.2 3B Instruct,zero-shot,false,கிு,Halia,false
27,27,Llama 3.2 3B Instruct,zero-shot,false,கிு,Akar ketumbar,false
27,27,Llama 3.2 3B Instruct,zero-shot,false,கிு,Serasi,true
27,27,Llama 3.2 3B Instruct,zero-shot,false,கிு,Serasi,true
27,27,Llama 3.2 3B Instruct,zero-shot,false,கிு,Serasi,true
27,27,Llama 3.2 3B Instruct,zero-shot,false,கிு,Serasi,true
27,27,Llama 3.2 3B Instruct,zero-shot,false,கிு,Serasi,true
27,27,Llama 3.2 3B Instruct,zero-shot,false,கிு,Serasi,true
27,27,Llama 3.2 3B Instruct,zero-shot,false,கிு,Serasi,true
27,27,Llama 3.2 3B Instruct,zero-shot,false,கிு,Serasi,true
27,27,Llama 3.2 3B Instruct,zero-shot,false,கிு,Serasi,true
27,27,Llama 3.2 3B Instruct,zero-shot,false,கிு,Serasi,true
27,27,Llama 3.2 3B Instruct,zero-shot,false,கிு,Serasi,true
27,27,Llama 3.2 3B Instruct,zero-shot,false,கிு,Serasi,true
27,27,Llama 3.2 3B Instruct,zero-shot,false,கிு,Serasi,true
27,27,Llama 3.2 3B Instruct,zero-shot,false,கிு,Serasi,true
28,28,Llama 3.2 3B Instruct,zero-shot,false,னி௃கழ்,Chia seeds,false
28,28,Llama 3.2 3B Instruct,zero-shot,false,பி௃கழ்,Full cream milk,true
28,28,Llama 3.2 3B Instruct,zero-shot,false,பி௃கழ்,Santan,false
28,28,Llama 3.2 3B Instruct,zero-shot,false,பி௃கழ்,Peanut butter,false
28,28,Llama 3.2 3B Instruct,zero-shot,false,பி௃கழ்,Coklat cip,false
28,28,Llama 3.2 3B Instruct,zero-shot,false,பி௃கழ்,Kekacang,false
28,28,Llama 3.2 3B Instruct,zero-shot,false,பி௃கழ்,Madu,false
28,28,Llama 3.2 3B Instruct,zero-shot,false,பி௃கழ்,Pisang,false
28,28,Llama 3.2 3B Instruct,zero-shot,false,பி௃கழ்,Biskut,false
28,28,Llama 3.2 3B Instruct,zero-shot,false,பி௃கழ்,Coklat hazelnut,false
28,28,Llama 3.2 3B Instruct,zero-shot,false,பி௃கழ்,Naga,true
28,28,Llama 3.2 3B Instruct,zero-shot,false,பி௃கழ்,Blueberry,false
28,28,Llama 3.2 3B Instruct,zero-shot,false,பி௃கழ்,Coklat cip,false
29,29,Llama 3.2 3B Instruct,zero-shot,false,Bawang putih,Garlic,false
29,29,Llama 3.2 3B Instruct,zero-shot,false,Halia,Ginger,false
29,29,Llama 3.2 3B Instruct,zero-shot,false,Lengkuas,Galangal,false
29,29,Llama 3.2 3B Instruct,zero-shot,false,Kunyit hidup,Fresh turmeric,false
29,29,Llama 3.2 3B Instruct,zero-shot,false,Biji ketumbar,Coriander seeds,false
29,29,Llama 3.2 3B Instruct,zero-shot,false,Jintan putih,White peppercorns,false
29,29,Llama 3.2 3B Instruct,zero-shot,false,Buah keras,Pineapple,false
29,29,Llama 3.2 3B Instruct,zero-shot,false,Bunga lawang,Kaffir lime leaves,false
29,29,Llama 3.2 3B Instruct,zero-shot,false,Pelaga,Galangal leaves,true
29,29,Llama 3.2 3B Instruct,zero-shot,false,Serai,Lemongrass,false
29,29,Llama 3.2 3B Instruct,zero-shot,false,Daun salam,Bay leaves,true
29,29,Llama 3.2 3B Instruct,zero-shot,false,Bawang besar,Onion,false
29,29,Llama 3.2 3B Instruct,zero-shot,false,Cili kisar,Red chili peppers,false
29,29,Llama 3.2 3B Instruct,zero-shot,false,Ayam,Chicken,false
29,29,Llama 3.2 3B Instruct,zero-shot,false,Santan,Coconut milk,false
30,30,Llama 3.2 3B Instruct,zero-shot,false,,,true
30,30,Llama 3.2 3B Instruct,zero-shot,false,,,true
30,30,Llama 3.2 3B Instruct,zero-shot,false,,,true
30,30,Llama 3.2 3B Instruct,zero-shot,false,,,true
31,31,Llama 3.2 3B Instruct,zero-shot,false,னிகை,Garlic,false
31,31,Llama 3.2 3B Instruct,zero-shot,false,సிகை,Chili peppers,true
31,31,Llama 3.2 3B Instruct,zero-shot,false,கிை,Butter,false
31,31,Llama 3.2 3B Instruct,zero-shot,false,கிை,Buttermilk sauce,true
31,31,Llama 3.2 3B Instruct,zero-shot,false,கிை,Cumin powder,true
31,31,Llama 3.2 3B Instruct,zero-shot,false,கிை,Cheese,false
31,31,Llama 3.2 3B Instruct,zero-shot,false,ಞிகை,Roti mantou,true
33,33,Llama 3.2 3B Instruct,zero-shot,false,னிகு,Garlic,false
33,33,Llama 3.2 3B Instruct,zero-shot,false,பிகு,Onion,true
33,33,Llama 3.2 3B Instruct,zero-shot,false,மிகு,Fish cake,false
33,33,Llama 3.2 3B Instruct,zero-shot,false,கிு,Udon noodles,true
33,33,Llama 3.2 3B Instruct,zero-shot,false,கிு,Carrots,false
33,33,Llama 3.2 3B Instruct,zero-shot,false,கிு,Sesame oil,false
33,33,Llama 3.2 3B Instruct,zero-shot,false,கிு,Salt,true
35,35,Llama 3.2 3B Instruct,zero-shot,false,gula,sugar,false
35,35,Llama 3.2 3B Instruct,zero-shot,false,roti,bread,false
35,35,Llama 3.2 3B Instruct,zero-shot,false,krimer sejat FNN,heavy cream,true
35,35,Llama 3.2 3B Instruct,zero-shot,false,telur,egg,false
35,35,Llama 3.2 3B Instruct,zero-shot,false,krimer manis FNN,sugar cream cheese,true
35,35,Llama 3.2 3B Instruct,zero-shot,false,esen vanila,vanilla extract,false
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,true
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,true
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,true
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,true
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,true
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,true
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,true
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,true
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,true
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,true
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,true
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,true
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,true
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,true
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,true
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,true
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,true
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,true
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,true
37,37,Llama 3.2 3B Instruct,zero-shot,false,பி் கற௉,Bawang Merah,false
37,37,Llama 3.2 3B Instruct,zero-shot,false,கற௉ ப்,Bawang Putih,false
37,37,Llama 3.2 3B Instruct,zero-shot,false,கி் ப௉,Cili Padi,false
37,37,Llama 3.2 3B Instruct,zero-shot,false,கி் ப௉,Cili Kering,true
37,37,Llama 3.2 3B Instruct,zero-shot,false,கி் ப௉,Serai,false
37,37,Llama 3.2 3B Instruct,zero-shot,false,கி் ப௉,Kunyit,true
37,37,Llama 3.2 3B Instruct,zero-shot,false,கி் ப௉,Santan,false
37,37,Llama 3.2 3B Instruct,zero-shot,false,கி் ப௉,Ikan Sardin,true
37,37,Llama 3.2 3B Instruct,zero-shot,false,கி் ப௉,Telur,false
37,37,Llama 3.2 3B Instruct,zero-shot,false,கி் ப௉,Bawang Merah,false
37,37,Llama 3.2 3B Instruct,zero-shot,false,கி் ப௉,Bawang Putih,false
37,37,Llama 3.2 3B Instruct,zero-shot,false,கி் ப௉,Cili Padi,false
37,37,Llama 3.2 3B Instruct,zero-shot,false,கி் ப௉,Cili Kering,true
37,37,Llama 3.2 3B Instruct,zero-shot,false,கி் ப௉,Serai,false
37,37,Llama 3.2 3B Instruct,zero-shot,false,கி் ப௉,Kunyit,true
37,37,Llama 3.2 3B Instruct,zero-shot,false,கி் ப௉,Santan,false
37,37,Llama 3.2 3B Instruct,zero-shot,false,கி் ப௉,Ikan Sardin,true
38,38,Llama 3.2 3B Instruct,zero-shot,false,Ayam,Chicken,false
38,38,Llama 3.2 3B Instruct,zero-shot,false,Black Pepper,Black Pepper,true
38,38,Llama 3.2 3B Instruct,zero-shot,false,Cili Padi,Thai Chili Peppers,false
38,38,Llama 3.2 3B Instruct,zero-shot,false,Bawang Merah,Red Onion,true
38,38,Llama 3.2 3B Instruct,zero-shot,false,Bawang Putih,Garlic,true
38,38,Llama 3.2 3B Instruct,zero-shot,false,Sos Plum,Plum Sauce,false
38,38,Llama 3.2 3B Instruct,zero-shot,false,Sos Tiram,Tiram Sauce,false
38,38,Llama 3.2 3B Instruct,zero-shot,false,Kicap Manis,Sweet Soy Sauce,false
38,38,Llama 3.2 3B Instruct,zero-shot,false,Sos Ikan,Fish Sauce,false
38,38,Llama 3.2 3B Instruct,zero-shot,false,Serai,Lemongrass,false
38,38,Llama 3.2 3B Instruct,zero-shot,false,Daun Limau Purut,Lime Leaves,true
39,39,Llama 3.2 3B Instruct,zero-shot,false,tepung gandum,all-purpose flour,false
39,39,Llama 3.2 3B Instruct,zero-shot,false,yeast,active dry yeast,false
39,39,Llama 3.2 3B Instruct,zero-shot,false,gula,sugar,false
39,39,Llama 3.2 3B Instruct,zero-shot,false,bawang holland,onion,true
39,39,Llama 3.2 3B Instruct,zero-shot,false,carrots,carrot,true
39,39,Llama 3.2 3B Instruct,zero-shot,false,kangkung,water spinach,true
39,39,Llama 3.2 3B Instruct,zero-shot,false,togu,tofu,true
39,39,Llama 3.2 3B Instruct,zero-shot,false,sos thai,Thai red curry paste,false
39,39,Llama 3.2 3B Instruct,zero-shot,false,cili padi,chili pepper,false
39,39,Llama 3.2 3B Instruct,zero-shot,false,bawang putih,garlic,false
39,39,Llama 3.2 3B Instruct,zero-shot,false,air,,false
40,40,Llama 3.2 3B Instruct,zero-shot,false,serai,lemon grass,false
40,40,Llama 3.2 3B Instruct,zero-shot,false,bawang merah,red onion,false
40,40,Llama 3.2 3B Instruct,zero-shot,false,bawang putih,garlic,true
40,40,Llama 3.2 3B Instruct,zero-shot,false,halia,galangal,true
40,40,Llama 3.2 3B Instruct,zero-shot,false,udang kering,dried shrimp,false
40,40,Llama 3.2 3B Instruct,zero-shot,false,cili kisar,chili flakes,false
40,40,Llama 3.2 3B Instruct,zero-shot,false,rempah kari,curry powder,false
40,40,Llama 3.2 3B Instruct,zero-shot,false,ayam,chicken,false
40,40,Llama 3.2 3B Instruct,zero-shot,false,santan,coconut milk,false
40,40,Llama 3.2 3B Instruct,zero-shot,false,tauge,bean sprouts,true
40,40,Llama 3.2 3B Instruct,zero-shot,false,sawi,cabbage,true
40,40,Llama 3.2 3B Instruct,zero-shot,false,limau kasturi,lemon leaves,true
40,40,Llama 3.2 3B Instruct,zero-shot,false,cili,chili peppers,true
40,40,Llama 3.2 3B Instruct,zero-shot,false,kacang panjang,long beans,true
40,40,Llama 3.2 3B Instruct,zero-shot,false,bawang goreng,fried garlic,true
40,40,Llama 3.2 3B Instruct,zero-shot,false,telur,egg,true
43,43,Llama 3.2 3B Instruct,zero-shot,false,Susu Cair,,false
43,43,Llama 3.2 3B Instruct,zero-shot,false,Serbuk Kristal Jelly Nona,,true
43,43,Llama 3.2 3B Instruct,zero-shot,false,Garam,,false
43,43,Llama 3.2 3B Instruct,zero-shot,false,Lychee,,false
43,43,Llama 3.2 3B Instruct,zero-shot,false,Serbuk Kristal Jelly Nona,,true
43,43,Llama 3.2 3B Instruct,zero-shot,false,Strawberry,,false
43,43,Llama 3.2 3B Instruct,zero-shot,false,Susu Cair,,false
43,43,Llama 3.2 3B Instruct,zero-shot,false,Ais,,true
45,45,Llama 3.2 3B Instruct,zero-shot,false,Pisang,Banana,false
45,45,Llama 3.2 3B Instruct,zero-shot,false,Roti paratha,Paratha bread,false
45,45,Llama 3.2 3B Instruct,zero-shot,false,Hazelnut,Hazelnuts,true
45,45,Llama 3.2 3B Instruct,zero-shot,false,Matcha,Green tea powder,true
45,45,Llama 3.2 3B Instruct,zero-shot,false,Susu pekat,Condensed milk,false
45,45,Llama 3.2 3B Instruct,zero-shot,false,Minyak gamat,Ghee,true
47,47,Llama 3.2 3B Instruct,zero-shot,false,,Lemon,true
47,47,Llama 3.2 3B Instruct,zero-shot,false,,Sugar,true
47,47,Llama 3.2 3B Instruct,zero-shot,false,,F&N Fruitade,true
47,47,Llama 3.2 3B Instruct,zero-shot,false,,F&N Zappel,true
47,47,Llama 3.2 3B Instruct,zero-shot,false,,Nata de Coco,false
47,47,Llama 3.2 3B Instruct,zero-shot,false,,Longan,false
48,48,Llama 3.2 3B Instruct,zero-shot,false,Buah naga,Pineapple,false
48,48,Llama 3.2 3B Instruct,zero-shot,false,Buah laici,Lime,false
48,48,Llama 3.2 3B Instruct,zero-shot,false,Buah cocktail,Cocktail fruit,false
48,48,Llama 3.2 3B Instruct,zero-shot,false,Yogurt,Yogurt,true
48,48,Llama 3.2 3B Instruct,zero-shot,false,Susu cair,Milk,false
48,48,Llama 3.2 3B Instruct,zero-shot,false,Sunquick orange,Sunquick Orange,false
48,48,Llama 3.2 3B Instruct,zero-shot,false,Apple hijau,Green Apple,false
48,48,Llama 3.2 3B Instruct,zero-shot,false,Sunquick jambu merah,Sunquick Strawberry,true
48,48,Llama 3.2 3B Instruct,zero-shot,false,Daun pudina,Pudina Leaves,false
48,48,Llama 3.2 3B Instruct,zero-shot,false,Meriah,Meriah,true
49,49,Llama 3.2 3B Instruct,zero-shot,false,用平中水,Diced Chicken Breast,true
49,49,Llama 3.2 3B Instruct,zero-shot,false,白水,Black Pepper,false
49,49,Llama 3.2 3B Instruct,zero-shot,false,王平,White Bread,true
49,49,Llama 3.2 3B Instruct,zero-shot,false,王平,White Bread,true
49,49,Llama 3.2 3B Instruct,zero-shot,false,王平,White Bread,true
49,49,Llama 3.2 3B Instruct,zero-shot,false,王平,White Bread,true
49,49,Llama 3.2 3B Instruct,zero-shot,false,王平,White Bread,true
49,49,Llama 3.2 3B Instruct,zero-shot,false,王平,White Bread,true
