video_id,model_name,technique_name,rag_enabled,pred_count,true_positives,false_positives,gt_count,json_valid,pred_total_kcal,gt_total_kcal
2,Llama 3.2 3B Instruct,zero-shot,false,7,5,2,12,true,0.0,8082.799968719482
2,MedGemma 4B,chain-of-thought,false,7,6,1,12,true,1456.0,8082.799968719482
2,MedGemma 4B,few-shot,false,7,6,1,12,true,5763.0,8082.799968719482
2,MedGemma 4B,structured-output,false,7,6,1,12,true,350.0,8082.799968719482
2,MedGemma 4B,zero-shot,false,7,6,1,12,true,3500.0,8082.799968719482
2,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,12,true,0.0,8082.799968719482
2,Phi-4-mini 3.8B Instruct,few-shot,false,0,0,0,12,true,,8082.799968719482
2,Phi-4-mini 3.8B Instruct,structured-output,false,1,0,1,12,true,0.0,8082.799968719482
2,Phi-4-mini 3.8B Instruct,zero-shot,false,1,0,1,12,true,0.0,8082.799968719482
2,Qwen 2.5 3B Instruct,chain-of-thought,false,1,0,1,12,true,0.0,8082.799968719482
2,Qwen 2.5 3B Instruct,few-shot,false,7,5,2,12,true,245.0,8082.799968719482
2,Qwen 2.5 3B Instruct,structured-output,false,0,0,0,12,true,,8082.799968719482
2,Qwen 2.5 3B Instruct,zero-shot,false,0,0,0,12,true,0.0,8082.799968719482
3,Gemma-SEA-LION v4 4B,chain-of-thought,false,0,0,0,12,true,,450.699999332428
3,Gemma-SEA-LION v4 4B,few-shot,false,12,10,2,12,true,639.0,450.699999332428
3,Gemma-SEA-LION v4 4B,structured-output,false,12,10,2,12,true,265.0,450.699999332428
3,Gemma-SEA-LION v4 4B,zero-shot,false,12,10,2,12,true,368.0,450.699999332428
3,Llama 3.2 3B Instruct,chain-of-thought,false,7,5,2,12,true,,450.699999332428
3,Llama 3.2 3B Instruct,few-shot,false,11,8,3,12,true,341.0,450.699999332428
3,Llama 3.2 3B Instruct,structured-output,false,12,7,5,12,true,1508.2,450.699999332428
3,Llama 3.2 3B Instruct,zero-shot,false,9,7,2,12,true,420.0,450.699999332428
3,MedGemma 4B,chain-of-thought,false,12,10,2,12,true,478.0,450.699999332428
3,MedGemma 4B,few-shot,false,11,9,2,12,true,1450.0,450.699999332428
3,MedGemma 4B,structured-output,false,11,9,2,12,true,1260.0,450.699999332428
3,MedGemma 4B,zero-shot,false,12,10,2,12,true,1460.0,450.699999332428
3,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,12,true,0.0,450.699999332428
3,Phi-4-mini 3.8B Instruct,few-shot,false,11,5,6,12,true,0.0,450.699999332428
3,Phi-4-mini 3.8B Instruct,structured-output,false,1,0,1,12,true,0.0,450.699999332428
3,Phi-4-mini 3.8B Instruct,zero-shot,false,1,0,1,12,true,0.0,450.699999332428
3,Qwen 2.5 3B Instruct,chain-of-thought,false,11,7,4,12,true,249.5,450.699999332428
3,Qwen 2.5 3B Instruct,few-shot,false,0,0,0,12,true,,450.699999332428
3,Qwen 2.5 3B Instruct,structured-output,false,10,1,9,12,true,231.9,450.699999332428
3,Qwen 2.5 3B Instruct,zero-shot,false,10,7,3,12,true,125.3,450.699999332428
4,Gemma-SEA-LION v4 4B,chain-of-thought,false,15,9,6,20,true,,2557.1000022888184
4,Gemma-SEA-LION v4 4B,few-shot,false,15,9,6,20,true,,2557.1000022888184
4,Gemma-SEA-LION v4 4B,structured-output,false,16,9,7,20,true,,2557.1000022888184
4,Gemma-SEA-LION v4 4B,zero-shot,false,15,9,6,20,true,,2557.1000022888184
4,Llama 3.2 3B Instruct,chain-of-thought,false,2,1,1,20,true,,2557.1000022888184
4,Llama 3.2 3B Instruct,few-shot,false,16,8,8,20,true,542.0,2557.1000022888184
4,Llama 3.2 3B Instruct,structured-output,false,10,7,3,20,true,1042.8,2557.1000022888184
4,Llama 3.2 3B Instruct,zero-shot,false,0,0,0,20,true,,2557.1000022888184
4,MedGemma 4B,chain-of-thought,false,17,7,10,20,true,,2557.1000022888184
4,MedGemma 4B,few-shot,false,15,10,5,20,true,,2557.1000022888184
4,MedGemma 4B,structured-output,false,16,7,9,20,true,,2557.1000022888184
4,MedGemma 4B,zero-shot,false,16,7,9,20,true,,2557.1000022888184
4,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,20,true,0.0,2557.1000022888184
4,Phi-4-mini 3.8B Instruct,few-shot,false,1,0,1,20,true,0.0,2557.1000022888184
4,Phi-4-mini 3.8B Instruct,structured-output,false,1,0,1,20,true,0.0,2557.1000022888184
4,Phi-4-mini 3.8B Instruct,zero-shot,false,1,0,1,20,true,0.0,2557.1000022888184
4,Qwen 2.5 3B Instruct,chain-of-thought,false,19,3,16,20,true,,2557.1000022888184
4,Qwen 2.5 3B Instruct,few-shot,false,0,0,0,20,true,,2557.1000022888184
4,Qwen 2.5 3B Instruct,structured-output,false,6,1,5,20,true,137.5,2557.1000022888184
4,Qwen 2.5 3B Instruct,zero-shot,false,11,1,10,20,true,468.9,2557.1000022888184
5,Gemma-SEA-LION v4 4B,chain-of-thought,false,12,9,3,14,true,583.0,1896.2999992370605
5,Gemma-SEA-LION v4 4B,few-shot,false,13,11,2,14,true,638.0,1896.2999992370605
5,Gemma-SEA-LION v4 4B,structured-output,false,0,0,0,14,true,,1896.2999992370605
5,Gemma-SEA-LION v4 4B,zero-shot,false,13,12,1,14,true,789.0,1896.2999992370605
5,Llama 3.2 3B Instruct,chain-of-thought,false,3,2,1,14,true,,1896.2999992370605
5,Llama 3.2 3B Instruct,few-shot,false,9,8,1,14,true,542.0,1896.2999992370605
5,Llama 3.2 3B Instruct,structured-output,false,0,0,0,14,true,,1896.2999992370605
5,Llama 3.2 3B Instruct,zero-shot,false,0,0,0,14,true,,1896.2999992370605
5,MedGemma 4B,chain-of-thought,false,13,11,2,14,true,450.0,1896.2999992370605
5,MedGemma 4B,few-shot,false,13,11,2,14,true,450.0,1896.2999992370605
5,MedGemma 4B,structured-output,false,13,11,2,14,true,3500.0,1896.2999992370605
5,MedGemma 4B,zero-shot,false,13,11,2,14,true,450.0,1896.2999992370605
5,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,14,true,0.0,1896.2999992370605
5,Phi-4-mini 3.8B Instruct,few-shot,false,0,0,0,14,true,,1896.2999992370605
5,Phi-4-mini 3.8B Instruct,structured-output,false,1,0,1,14,true,0.0,1896.2999992370605
5,Phi-4-mini 3.8B Instruct,zero-shot,false,1,0,1,14,true,0.0,1896.2999992370605
5,Qwen 2.5 3B Instruct,chain-of-thought,false,1,0,1,14,true,0.0,1896.2999992370605
5,Qwen 2.5 3B Instruct,few-shot,false,0,0,0,14,true,,1896.2999992370605
5,Qwen 2.5 3B Instruct,structured-output,false,9,8,1,14,true,819.5,1896.2999992370605
5,Qwen 2.5 3B Instruct,zero-shot,false,0,0,0,14,true,,1896.2999992370605
6,Gemma-SEA-LION v4 4B,chain-of-thought,false,8,8,0,16,true,648.8,1327.400007724762
6,Gemma-SEA-LION v4 4B,few-shot,false,10,8,2,16,true,638.0,1327.400007724762
6,Gemma-SEA-LION v4 4B,structured-output,false,11,10,1,16,true,947.0,1327.400007724762
6,Gemma-SEA-LION v4 4B,zero-shot,false,8,8,0,16,true,438.0,1327.400007724762
6,Llama 3.2 3B Instruct,chain-of-thought,false,7,0,7,16,true,,1327.400007724762
6,Llama 3.2 3B Instruct,few-shot,false,6,4,2,16,true,234.0,1327.400007724762
6,Llama 3.2 3B Instruct,structured-output,false,6,5,1,16,true,234.1,1327.400007724762
6,Llama 3.2 3B Instruct,zero-shot,false,7,4,3,16,true,150.8,1327.400007724762
6,MedGemma 4B,chain-of-thought,false,11,8,3,16,true,350.0,1327.400007724762
6,MedGemma 4B,few-shot,false,11,8,3,16,true,450.0,1327.400007724762
6,MedGemma 4B,structured-output,false,16,14,2,16,true,,1327.400007724762
6,MedGemma 4B,zero-shot,false,11,8,3,16,true,750.0,1327.400007724762
6,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,16,true,0.0,1327.400007724762
6,Phi-4-mini 3.8B Instruct,few-shot,false,0,0,0,16,true,,1327.400007724762
6,Phi-4-mini 3.8B Instruct,structured-output,false,1,0,1,16,true,0.0,1327.400007724762
6,Phi-4-mini 3.8B Instruct,zero-shot,false,0,0,0,16,true,,1327.400007724762
6,Qwen 2.5 3B Instruct,chain-of-thought,false,1,0,1,16,true,0.0,1327.400007724762
6,Qwen 2.5 3B Instruct,few-shot,false,7,7,0,16,true,324.0,1327.400007724762
6,Qwen 2.5 3B Instruct,structured-output,false,6,6,0,16,true,341.6,1327.400007724762
6,Qwen 2.5 3B Instruct,zero-shot,false,4,2,2,16,true,132.5,1327.400007724762
7,Gemma-SEA-LION v4 4B,chain-of-thought,false,4,1,3,8,true,1755.0,1093.2000122070312
7,Gemma-SEA-LION v4 4B,few-shot,false,4,1,3,8,true,1724.0,1093.2000122070312
7,Gemma-SEA-LION v4 4B,structured-output,false,4,1,3,8,true,1170.0,1093.2000122070312
7,Gemma-SEA-LION v4 4B,zero-shot,false,4,1,3,8,true,1800.0,1093.2000122070312
7,Llama 3.2 3B Instruct,chain-of-thought,false,3,1,2,8,true,260.0,1093.2000122070312
7,Llama 3.2 3B Instruct,few-shot,false,3,1,2,8,true,1111.0,1093.2000122070312
7,Llama 3.2 3B Instruct,structured-output,false,3,1,2,8,true,490.0,1093.2000122070312
7,Llama 3.2 3B Instruct,zero-shot,false,3,0,3,8,true,290.0,1093.2000122070312
7,MedGemma 4B,chain-of-thought,false,4,1,3,8,true,650.0,1093.2000122070312
7,MedGemma 4B,few-shot,false,4,1,3,8,true,1450.0,1093.2000122070312
7,MedGemma 4B,structured-output,false,4,1,3,8,true,700.0,1093.2000122070312
7,MedGemma 4B,zero-shot,false,4,1,3,8,true,1350.0,1093.2000122070312
7,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,8,true,0.0,1093.2000122070312
7,Phi-4-mini 3.8B Instruct,few-shot,false,0,0,0,8,true,,1093.2000122070312
7,Phi-4-mini 3.8B Instruct,structured-output,false,1,0,1,8,true,0.0,1093.2000122070312
7,Phi-4-mini 3.8B Instruct,zero-shot,false,1,0,1,8,true,0.0,1093.2000122070312
7,Qwen 2.5 3B Instruct,chain-of-thought,false,4,1,3,8,true,792.5,1093.2000122070312
7,Qwen 2.5 3B Instruct,few-shot,false,4,0,4,8,true,245.0,1093.2000122070312
7,Qwen 2.5 3B Instruct,structured-output,false,4,0,4,8,true,238.7,1093.2000122070312
7,Qwen 2.5 3B Instruct,zero-shot,false,3,0,3,8,true,0.0,1093.2000122070312
8,Gemma-SEA-LION v4 4B,chain-of-thought,false,15,14,1,38,true,,1783.7000031471252
8,Gemma-SEA-LION v4 4B,few-shot,false,0,0,0,38,true,,1783.7000031471252
8,Gemma-SEA-LION v4 4B,structured-output,false,16,15,1,38,true,,1783.7000031471252
8,Gemma-SEA-LION v4 4B,zero-shot,false,15,14,1,38,true,,1783.7000031471252
8,Llama 3.2 3B Instruct,chain-of-thought,false,0,0,0,38,true,,1783.7000031471252
8,Llama 3.2 3B Instruct,few-shot,false,18,13,5,38,true,,1783.7000031471252
8,Llama 3.2 3B Instruct,structured-output,false,16,13,3,38,true,1440.8,1783.7000031471252
8,Llama 3.2 3B Instruct,zero-shot,false,19,0,19,38,true,,1783.7000031471252
8,MedGemma 4B,chain-of-thought,false,16,15,1,38,true,,1783.7000031471252
8,MedGemma 4B,few-shot,false,15,13,2,38,true,,1783.7000031471252
8,MedGemma 4B,structured-output,false,16,15,1,38,true,,1783.7000031471252
8,MedGemma 4B,zero-shot,false,17,16,1,38,true,,1783.7000031471252
8,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,38,true,0.0,1783.7000031471252
8,Phi-4-mini 3.8B Instruct,few-shot,false,7,4,3,38,true,1911.4,1783.7000031471252
8,Phi-4-mini 3.8B Instruct,structured-output,false,1,0,1,38,true,0.0,1783.7000031471252
8,Phi-4-mini 3.8B Instruct,zero-shot,false,1,0,1,38,true,0.0,1783.7000031471252
8,Qwen 2.5 3B Instruct,chain-of-thought,false,10,0,10,38,true,1295.8,1783.7000031471252
8,Qwen 2.5 3B Instruct,few-shot,false,0,0,0,38,true,,1783.7000031471252
8,Qwen 2.5 3B Instruct,structured-output,false,21,16,5,38,true,,1783.7000031471252
8,Qwen 2.5 3B Instruct,zero-shot,false,12,5,7,38,true,1389.7,1783.7000031471252
9,Gemma-SEA-LION v4 4B,chain-of-thought,false,5,5,0,8,true,653.0,1290.5000038146973
9,Gemma-SEA-LION v4 4B,few-shot,false,5,5,0,8,true,680.0,1290.5000038146973
9,Gemma-SEA-LION v4 4B,structured-output,false,5,5,0,8,true,896.0,1290.5000038146973
9,Gemma-SEA-LION v4 4B,zero-shot,false,5,5,0,8,true,896.0,1290.5000038146973
9,Llama 3.2 3B Instruct,chain-of-thought,false,5,5,0,8,true,600.0,1290.5000038146973
9,Llama 3.2 3B Instruct,few-shot,false,6,5,1,8,true,432.0,1290.5000038146973
9,Llama 3.2 3B Instruct,structured-output,false,4,4,0,8,true,261.8,1290.5000038146973
9,Llama 3.2 3B Instruct,zero-shot,false,5,5,0,8,true,234.8,1290.5000038146973
9,MedGemma 4B,chain-of-thought,false,4,4,0,8,true,849.0,1290.5000038146973
9,MedGemma 4B,few-shot,false,5,5,0,8,true,1390.0,1290.5000038146973
9,MedGemma 4B,structured-output,false,4,4,0,8,true,720.0,1290.5000038146973
9,MedGemma 4B,zero-shot,false,4,4,0,8,true,540.0,1290.5000038146973
9,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,8,true,0.0,1290.5000038146973
9,Phi-4-mini 3.8B Instruct,few-shot,false,0,0,0,8,true,,1290.5000038146973
9,Phi-4-mini 3.8B Instruct,structured-output,false,5,4,1,8,true,0.0,1290.5000038146973
9,Phi-4-mini 3.8B Instruct,zero-shot,false,0,0,0,8,true,,1290.5000038146973
9,Qwen 2.5 3B Instruct,chain-of-thought,false,4,0,4,8,true,234.5,1290.5000038146973
9,Qwen 2.5 3B Instruct,few-shot,false,4,4,0,8,true,182.0,1290.5000038146973
9,Qwen 2.5 3B Instruct,structured-output,false,5,0,5,8,true,239.4,1290.5000038146973
9,Qwen 2.5 3B Instruct,zero-shot,false,4,0,4,8,true,238.5,1290.5000038146973
10,Gemma-SEA-LION v4 4B,chain-of-thought,false,12,11,1,15,true,2480.0,657.5000112056732
10,Gemma-SEA-LION v4 4B,few-shot,false,11,11,0,15,true,638.0,657.5000112056732
10,Gemma-SEA-LION v4 4B,structured-output,false,10,10,0,15,true,745.0,657.5000112056732
10,Gemma-SEA-LION v4 4B,zero-shot,false,10,10,0,15,true,687.0,657.5000112056732
10,Llama 3.2 3B Instruct,chain-of-thought,false,0,0,0,15,true,,657.5000112056732
10,Llama 3.2 3B Instruct,few-shot,false,0,0,0,15,true,,657.5000112056732
10,Llama 3.2 3B Instruct,structured-output,false,0,0,0,15,true,,657.5000112056732
10,Llama 3.2 3B Instruct,zero-shot,false,0,0,0,15,true,,657.5000112056732
10,MedGemma 4B,chain-of-thought,false,12,10,2,15,true,,657.5000112056732
10,MedGemma 4B,few-shot,false,11,11,0,15,true,650.0,657.5000112056732
10,MedGemma 4B,structured-output,false,12,11,1,15,true,540.0,657.5000112056732
10,MedGemma 4B,zero-shot,false,12,11,1,15,true,5200.0,657.5000112056732
10,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,15,true,0.0,657.5000112056732
10,Phi-4-mini 3.8B Instruct,few-shot,false,9,9,0,15,true,461.5,657.5000112056732
10,Phi-4-mini 3.8B Instruct,structured-output,false,0,0,0,15,true,,657.5000112056732
10,Phi-4-mini 3.8B Instruct,zero-shot,false,0,0,0,15,true,,657.5000112056732
10,Qwen 2.5 3B Instruct,chain-of-thought,false,1,0,1,15,true,0.0,657.5000112056732
10,Qwen 2.5 3B Instruct,few-shot,false,9,7,2,15,true,547.0,657.5000112056732
10,Qwen 2.5 3B Instruct,structured-output,false,4,0,4,15,true,125.3,657.5000112056732
10,Qwen 2.5 3B Instruct,zero-shot,false,4,0,4,15,true,34.0,657.5000112056732
11,Gemma-SEA-LION v4 4B,chain-of-thought,false,7,5,2,8,true,475.0,1017.3000030517578
11,Gemma-SEA-LION v4 4B,few-shot,false,8,6,2,8,true,934.0,1017.3000030517578
11,Gemma-SEA-LION v4 4B,structured-output,false,7,6,1,8,true,540.0,1017.3000030517578
11,Gemma-SEA-LION v4 4B,zero-shot,false,7,5,2,8,true,548.0,1017.3000030517578
11,Llama 3.2 3B Instruct,chain-of-thought,false,6,3,3,8,true,5100.0,1017.3000030517578
11,Llama 3.2 3B Instruct,few-shot,false,6,6,0,8,true,234.0,1017.3000030517578
11,Llama 3.2 3B Instruct,structured-output,false,6,6,0,8,true,720.0,1017.3000030517578
11,Llama 3.2 3B Instruct,zero-shot,false,6,6,0,8,true,1061.7,1017.3000030517578
11,MedGemma 4B,chain-of-thought,false,8,6,2,8,true,1470.0,1017.3000030517578
11,MedGemma 4B,few-shot,false,7,6,1,8,true,1650.0,1017.3000030517578
11,MedGemma 4B,structured-output,false,8,7,1,8,true,760.0,1017.3000030517578
11,MedGemma 4B,zero-shot,false,8,6,2,8,true,860.0,1017.3000030517578
11,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,8,true,0.0,1017.3000030517578
11,Phi-4-mini 3.8B Instruct,few-shot,false,6,6,0,8,true,535.0,1017.3000030517578
11,Phi-4-mini 3.8B Instruct,structured-output,false,1,0,1,8,true,0.0,1017.3000030517578
11,Phi-4-mini 3.8B Instruct,zero-shot,false,1,0,1,8,true,0.0,1017.3000030517578
11,Qwen 2.5 3B Instruct,chain-of-thought,false,0,0,0,8,true,,1017.3000030517578
11,Qwen 2.5 3B Instruct,few-shot,false,0,0,0,8,true,,1017.3000030517578
11,Qwen 2.5 3B Instruct,structured-output,false,7,7,0,8,true,348.2,1017.3000030517578
11,Qwen 2.5 3B Instruct,zero-shot,false,0,0,0,8,true,,1017.3000030517578
12,Gemma-SEA-LION v4 4B,chain-of-thought,false,9,2,7,17,true,5796.1,1899.2000045776367
12,Gemma-SEA-LION v4 4B,few-shot,false,9,2,7,17,true,4970.0,1899.2000045776367
12,Gemma-SEA-LION v4 4B,structured-output,false,0,0,0,17,true,,1899.2000045776367
12,Gemma-SEA-LION v4 4B,zero-shot,false,0,0,0,17,true,,1899.2000045776367
12,Llama 3.2 3B Instruct,chain-of-thought,false,6,1,5,17,true,,1899.2000045776367
12,Llama 3.2 3B Instruct,few-shot,false,10,2,8,17,true,341.0,1899.2000045776367
12,Llama 3.2 3B Instruct,structured-output,false,11,2,9,17,true,3128.0,1899.2000045776367
12,Llama 3.2 3B Instruct,zero-shot,false,0,0,0,17,true,,1899.2000045776367
12,MedGemma 4B,chain-of-thought,false,11,2,9,17,true,3500.0,1899.2000045776367
12,MedGemma 4B,few-shot,false,9,2,7,17,true,1765.0,1899.2000045776367
12,MedGemma 4B,structured-output,false,9,2,7,17,true,3500.0,1899.2000045776367
12,MedGemma 4B,zero-shot,false,11,2,9,17,true,2560.0,1899.2000045776367
12,Phi-4-mini 3.8B Instruct,chain-of-thought,false,10,2,8,17,true,2254.9,1899.2000045776367
12,Phi-4-mini 3.8B Instruct,few-shot,false,0,0,0,17,true,,1899.2000045776367
12,Phi-4-mini 3.8B Instruct,structured-output,false,0,0,0,17,true,,1899.2000045776367
12,Phi-4-mini 3.8B Instruct,zero-shot,false,0,0,0,17,true,,1899.2000045776367
12,Qwen 2.5 3B Instruct,chain-of-thought,false,1,0,1,17,true,0.0,1899.2000045776367
12,Qwen 2.5 3B Instruct,few-shot,false,8,1,7,17,true,549.0,1899.2000045776367
12,Qwen 2.5 3B Instruct,structured-output,false,8,0,8,17,true,185.5,1899.2000045776367
12,Qwen 2.5 3B Instruct,zero-shot,false,0,0,0,17,true,,1899.2000045776367
13,Gemma-SEA-LION v4 4B,chain-of-thought,false,14,1,13,13,true,780.0,4149.800009727478
13,Gemma-SEA-LION v4 4B,few-shot,false,15,0,15,13,true,,4149.800009727478
13,Gemma-SEA-LION v4 4B,structured-output,false,15,0,15,13,true,485.0,4149.800009727478
13,Gemma-SEA-LION v4 4B,zero-shot,false,14,1,13,13,true,457.0,4149.800009727478
13,Llama 3.2 3B Instruct,chain-of-thought,false,7,0,7,13,true,,4149.800009727478
13,Llama 3.2 3B Instruct,few-shot,false,15,0,15,13,true,542.0,4149.800009727478
13,Llama 3.2 3B Instruct,structured-output,false,0,0,0,13,true,,4149.800009727478
13,Llama 3.2 3B Instruct,zero-shot,false,14,1,13,13,true,1242.8,4149.800009727478
13,MedGemma 4B,chain-of-thought,false,16,1,15,13,true,,4149.800009727478
13,MedGemma 4B,few-shot,false,15,1,14,13,true,,4149.800009727478
13,MedGemma 4B,structured-output,false,16,1,15,13,true,,4149.800009727478
13,MedGemma 4B,zero-shot,false,17,1,16,13,true,,4149.800009727478
13,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,13,true,0.0,4149.800009727478
13,Phi-4-mini 3.8B Instruct,few-shot,false,0,0,0,13,true,,4149.800009727478
13,Phi-4-mini 3.8B Instruct,structured-output,false,1,0,1,13,true,0.0,4149.800009727478
13,Phi-4-mini 3.8B Instruct,zero-shot,false,1,0,1,13,true,0.0,4149.800009727478
13,Qwen 2.5 3B Instruct,chain-of-thought,false,13,0,13,13,true,256.9,4149.800009727478
13,Qwen 2.5 3B Instruct,few-shot,false,12,0,12,13,true,371.0,4149.800009727478
13,Qwen 2.5 3B Instruct,structured-output,false,0,0,0,13,true,,4149.800009727478
13,Qwen 2.5 3B Instruct,zero-shot,false,0,0,0,13,true,,4149.800009727478
14,Gemma-SEA-LION v4 4B,chain-of-thought,false,6,1,5,26,true,4875.0,1024.6000020503998
14,Gemma-SEA-LION v4 4B,few-shot,false,6,1,5,26,true,5813.0,1024.6000020503998
14,Gemma-SEA-LION v4 4B,structured-output,false,6,1,5,26,true,6183.0,1024.6000020503998
14,Gemma-SEA-LION v4 4B,zero-shot,false,6,1,5,26,true,3917.0,1024.6000020503998
14,Llama 3.2 3B Instruct,chain-of-thought,false,5,0,5,26,true,182900.0,1024.6000020503998
14,Llama 3.2 3B Instruct,few-shot,false,6,1,5,26,true,542.0,1024.6000020503998
14,Llama 3.2 3B Instruct,structured-output,false,0,0,0,26,true,,1024.6000020503998
14,Llama 3.2 3B Instruct,zero-shot,false,0,0,0,26,true,,1024.6000020503998
14,MedGemma 4B,chain-of-thought,false,6,0,6,26,true,2475.0,1024.6000020503998
14,MedGemma 4B,few-shot,false,7,1,6,26,true,547.0,1024.6000020503998
14,MedGemma 4B,structured-output,false,6,1,5,26,true,4500.0,1024.6000020503998
14,MedGemma 4B,zero-shot,false,7,1,6,26,true,540.0,1024.6000020503998
14,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,26,true,0.0,1024.6000020503998
14,Phi-4-mini 3.8B Instruct,few-shot,false,4,0,4,26,true,2749.5,1024.6000020503998
14,Phi-4-mini 3.8B Instruct,structured-output,false,1,0,1,26,true,0.0,1024.6000020503998
14,Phi-4-mini 3.8B Instruct,zero-shot,false,1,0,1,26,true,0.0,1024.6000020503998
14,Qwen 2.5 3B Instruct,chain-of-thought,false,6,0,6,26,true,1285.0,1024.6000020503998
14,Qwen 2.5 3B Instruct,few-shot,false,5,0,5,26,true,547.0,1024.6000020503998
14,Qwen 2.5 3B Instruct,structured-output,false,6,0,6,26,true,1354.8,1024.6000020503998
14,Qwen 2.5 3B Instruct,zero-shot,false,6,0,6,26,true,1253.5,1024.6000020503998
15,Gemma-SEA-LION v4 4B,chain-of-thought,false,8,3,5,9,true,3587.8,78188.99999809265
15,Gemma-SEA-LION v4 4B,few-shot,false,8,3,5,9,true,1367.0,78188.99999809265
15,Gemma-SEA-LION v4 4B,structured-output,false,0,0,0,9,true,,78188.99999809265
15,Gemma-SEA-LION v4 4B,zero-shot,false,0,0,0,9,true,,78188.99999809265
15,Llama 3.2 3B Instruct,chain-of-thought,false,0,0,0,9,true,,78188.99999809265
15,Llama 3.2 3B Instruct,few-shot,false,0,0,0,9,true,,78188.99999809265
15,Llama 3.2 3B Instruct,structured-output,false,6,3,3,9,true,1972.0,78188.99999809265
15,Llama 3.2 3B Instruct,zero-shot,false,0,0,0,9,true,,78188.99999809265
15,MedGemma 4B,chain-of-thought,false,15,3,12,9,true,,78188.99999809265
15,MedGemma 4B,few-shot,false,10,3,7,9,true,1650.0,78188.99999809265
15,MedGemma 4B,structured-output,false,11,3,8,9,true,180.0,78188.99999809265
15,MedGemma 4B,zero-shot,false,12,3,9,9,true,1500.0,78188.99999809265
15,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,9,true,0.0,78188.99999809265
15,Phi-4-mini 3.8B Instruct,few-shot,false,0,0,0,9,true,,78188.99999809265
15,Phi-4-mini 3.8B Instruct,structured-output,false,6,2,4,9,true,4526.0,78188.99999809265
15,Phi-4-mini 3.8B Instruct,zero-shot,false,0,0,0,9,true,,78188.99999809265
15,Qwen 2.5 3B Instruct,chain-of-thought,false,0,0,0,9,true,,78188.99999809265
