experiment_id,video_id,model_name,technique_name,rag_enabled,gt_name_original,gt_name_en,pred_name_original,pred_name_en
8,8,Llama 3.2 3B Instruct,zero-shot,false,,,,
9,9,Llama 3.2 3B Instruct,zero-shot,false,Pisang,Banana,Pisang,Banana
9,9,Llama 3.2 3B Instruct,zero-shot,false,Pisang,Banana,Pisang,Banana
9,9,Llama 3.2 3B Instruct,zero-shot,false,Gula Melaka,Palm Sugar,Gula Melaka,Gula Melaka
9,9,Llama 3.2 3B Instruct,zero-shot,false,Sagu,Sago,Sagu,Tapioca Starch
9,9,Llama 3.2 3B Instruct,zero-shot,false,Garam,Salt,Garam,Salt
9,9,Llama 3.2 3B Instruct,zero-shot,false,Susu Cair,Evaporated Milk,Susu Cair,Milk
11,11,Llama 3.2 3B Instruct,zero-shot,false,susu cair,Evaporated Milk,Susu Cair,Canned Milk
11,11,Llama 3.2 3B Instruct,zero-shot,false,fresh milk,Fresh Milk,Fresh Milk,Fresh Milk
11,11,Llama 3.2 3B Instruct,zero-shot,false,air,Water,Air,Water
11,11,Llama 3.2 3B Instruct,zero-shot,false,susu pekat,Sweetened Condensed Milk ,Susu Pekat,Condensed Milk
11,11,Llama 3.2 3B Instruct,zero-shot,false,agar agar,Agar,Agar-Agar,Agar Agar
11,11,Llama 3.2 3B Instruct,zero-shot,false,buah naga,Dragon Fruit ,Buah Naga,Dragon Fruit
13,13,Llama 3.2 3B Instruct,zero-shot,false,,,Bihun,Rice Noodles
13,13,Llama 3.2 3B Instruct,zero-shot,false,,,Bawang Merah,Red Onion
13,13,Llama 3.2 3B Instruct,zero-shot,false,,,Bawang Putih,Garlic
13,13,Llama 3.2 3B Instruct,zero-shot,false,,,Ikan Bilis,Dried Fish
13,13,Llama 3.2 3B Instruct,zero-shot,false,,,Cili,Chili Pepper
13,13,Llama 3.2 3B Instruct,zero-shot,false,,,Sos Tiram,Tamarind Sauce
13,13,Llama 3.2 3B Instruct,zero-shot,false,,,Kicap Manis,Sweet Soy Sauce
13,13,Llama 3.2 3B Instruct,zero-shot,false,,,Sos Tomato,Tomato Sauce
13,13,Llama 3.2 3B Instruct,zero-shot,false,,,Cili,Chili Pepper
13,13,Llama 3.2 3B Instruct,zero-shot,false,,,Petis Udang,Shrimp Paste
13,13,Llama 3.2 3B Instruct,zero-shot,false,garam,salt,Garam,Salt
13,13,Llama 3.2 3B Instruct,zero-shot,false,,,Sos Ikan,Fish Sauce
13,13,Llama 3.2 3B Instruct,zero-shot,false,,,Sayur Sawi,Spinach
13,13,Llama 3.2 3B Instruct,zero-shot,false,,,Lada,Pepper
16,16,Llama 3.2 3B Instruct,zero-shot,false,,,,
16,16,Llama 3.2 3B Instruct,zero-shot,false,,,,
16,16,Llama 3.2 3B Instruct,zero-shot,false,,,,
16,16,Llama 3.2 3B Instruct,zero-shot,false,,,,
16,16,Llama 3.2 3B Instruct,zero-shot,false,,,,
16,16,Llama 3.2 3B Instruct,zero-shot,false,,,,
16,16,Llama 3.2 3B Instruct,zero-shot,false,,,,
16,16,Llama 3.2 3B Instruct,zero-shot,false,,,,
16,16,Llama 3.2 3B Instruct,zero-shot,false,,,,
17,17,Llama 3.2 3B Instruct,zero-shot,false,,,Daging Frozen,Frozen Meat
17,17,Llama 3.2 3B Instruct,zero-shot,false,,,Macaroni,Macaroni
17,17,Llama 3.2 3B Instruct,zero-shot,false,,,Bawang Merah,Red Onion
17,17,Llama 3.2 3B Instruct,zero-shot,false,,,Bawang Putih,Garlic
17,17,Llama 3.2 3B Instruct,zero-shot,false,,,Cili,Chili
17,17,Llama 3.2 3B Instruct,zero-shot,false,,,Kicap Manis,Sweet Soy Sauce
17,17,Llama 3.2 3B Instruct,zero-shot,false,,,Sos Tiram,Tiramisu Sauce
17,17,Llama 3.2 3B Instruct,zero-shot,false,,,Sos Tomato,Tomato Sauce
17,17,Llama 3.2 3B Instruct,zero-shot,false,,,Lada,Black Pepper
17,17,Llama 3.2 3B Instruct,zero-shot,false,,,Daun Sup,Spinach
17,17,Llama 3.2 3B Instruct,zero-shot,false,,,Bawang Goreng,Fried Garlic
17,17,Llama 3.2 3B Instruct,zero-shot,false,,,Limau Nipis,Lime Juice
19,19,Llama 3.2 3B Instruct,zero-shot,false,,,Bawang Merah,Onion
19,19,Llama 3.2 3B Instruct,zero-shot,false,,,Daun Kucai,Pandan Leaves
19,19,Llama 3.2 3B Instruct,zero-shot,false,,,Lada Besar,Large Pepper
19,19,Llama 3.2 3B Instruct,zero-shot,false,,,Crab Stick,Crab Stick
19,19,Llama 3.2 3B Instruct,zero-shot,false,tepung gandum,wheat flour,Tepung Gandum,Gandum Flour
19,19,Llama 3.2 3B Instruct,zero-shot,false,,,Ikan Bilis,Dried Anchovies
19,19,Llama 3.2 3B Instruct,zero-shot,false,garam biasa,salt,Garam,Salt
19,19,Llama 3.2 3B Instruct,zero-shot,false,,,F&N Club Soda Water,Club Soda Water
20,20,Llama 3.2 3B Instruct,zero-shot,false,,,னிுக,Kacang Tanah
20,20,Llama 3.2 3B Instruct,zero-shot,false,bawang merah,red onions,பிுக,Bawang Merah
20,20,Llama 3.2 3B Instruct,zero-shot,false,,,பிுக,Seri
20,20,Llama 3.2 3B Instruct,zero-shot,false,,,பிுக,Lengkuas
20,20,Llama 3.2 3B Instruct,zero-shot,false,,,பிுக,Halia
20,20,Llama 3.2 3B Instruct,zero-shot,false,,,பிுக,Bawang Putih
20,20,Llama 3.2 3B Instruct,zero-shot,false,,,பிுக,Udang Kering
20,20,Llama 3.2 3B Instruct,zero-shot,false,,,பிுக,Cili Kisar
20,20,Llama 3.2 3B Instruct,zero-shot,false,,,பிுக,Gula Melaka
20,20,Llama 3.2 3B Instruct,zero-shot,false,garam,salt,பிுக,Garam
20,20,Llama 3.2 3B Instruct,zero-shot,false,,,பிுக,Perasa
22,22,Llama 3.2 3B Instruct,zero-shot,false,,,盤気趀,Tofu
22,22,Llama 3.2 3B Instruct,zero-shot,false,,,趀盤,Tofu (firm)
22,22,Llama 3.2 3B Instruct,zero-shot,false,,,趀盤,Tofu (firm)
22,22,Llama 3.2 3B Instruct,zero-shot,false,,,趀盤,Tofu (firm)
22,22,Llama 3.2 3B Instruct,zero-shot,false,,,趀盤,Tofu (firm)
22,22,Llama 3.2 3B Instruct,zero-shot,false,,,趀盤,Tofu (firm)
22,22,Llama 3.2 3B Instruct,zero-shot,false,,,趀盤,Tofu (firm)
22,22,Llama 3.2 3B Instruct,zero-shot,false,,,趀盤,Tofu (firm)
22,22,Llama 3.2 3B Instruct,zero-shot,false,,,趀盤,Tofu (firm)
22,22,Llama 3.2 3B Instruct,zero-shot,false,,,趀盤,Tofu (firm)
22,22,Llama 3.2 3B Instruct,zero-shot,false,,,趀盤,Tofu (firm)
22,22,Llama 3.2 3B Instruct,zero-shot,false,,,趀盤,Tofu (firm)
22,22,Llama 3.2 3B Instruct,zero-shot,false,,,趀盤,Tofu (firm)
22,22,Llama 3.2 3B Instruct,zero-shot,false,,,趀盤,Tofu (firm)
22,22,Llama 3.2 3B Instruct,zero-shot,false,,,趀盤,Tofu (firm)
22,22,Llama 3.2 3B Instruct,zero-shot,false,,,趀盤,Tofu (firm)
22,22,Llama 3.2 3B Instruct,zero-shot,false,,,趀盤,Tofu (firm)
22,22,Llama 3.2 3B Instruct,zero-shot,false,,,趀盤,Tofu (firm)
22,22,Llama 3.2 3B Instruct,zero-shot,false,,,趀盤,Tofu (firm)
22,22,Llama 3.2 3B Instruct,zero-shot,false,,,趀盤,Tofu (firm)
23,23,Llama 3.2 3B Instruct,zero-shot,false,udang,Prawns,Udang,Shrimp
23,23,Llama 3.2 3B Instruct,zero-shot,false,tempoyak,Fermented durian paste,Tempoyak,Fermented Duck Blood
23,23,Llama 3.2 3B Instruct,zero-shot,false,petai,Bitter beans,Petai,Stinging Nettle
23,23,Llama 3.2 3B Instruct,zero-shot,false,garam,Salt,Garam,Salt
23,23,Llama 3.2 3B Instruct,zero-shot,false,kunyit,Turmeric,Kunyit,Turmeric
23,23,Llama 3.2 3B Instruct,zero-shot,false,bawang merah,Red onion / Shallot,Bawang Merah,Red Onion
23,23,Llama 3.2 3B Instruct,zero-shot,false,bawang putih,Garlic,Bawang Putih,Garlic
23,23,Llama 3.2 3B Instruct,zero-shot,false,serai,Lemongrass,Seri,Lemongrass
23,23,Llama 3.2 3B Instruct,zero-shot,false,,,Gula Serbuk,Brown Sugar
24,24,Llama 3.2 3B Instruct,zero-shot,false,chocolate chips,Chocolate chips,,Chocolate Chips
24,24,Llama 3.2 3B Instruct,zero-shot,false,whipping cream,Whipping cream,,Whipping Cream
24,24,Llama 3.2 3B Instruct,zero-shot,false,cooking cream,Cooking cream,,Cooking Cream
25,25,Llama 3.2 3B Instruct,zero-shot,false,bawang putih,Garlic,Bawang putih,Garlic
25,25,Llama 3.2 3B Instruct,zero-shot,false,,,Ketumbar,Parsley
25,25,Llama 3.2 3B Instruct,zero-shot,false,bawang merah,Red onion / Shallot,Bawang merah,Red onion
25,25,Llama 3.2 3B Instruct,zero-shot,false,serai,Lemongrass,Serai,Lemongrass
25,25,Llama 3.2 3B Instruct,zero-shot,false,sup bunjut ikan,Fish soup spice pouch,Sup bunjut ikan,
25,25,Llama 3.2 3B Instruct,zero-shot,false,cili padi,Bird's eye chilies,Cili padi,Red chili pepper
25,25,Llama 3.2 3B Instruct,zero-shot,false,ikan merah,Red snapper,Ikan merah,Red fish
25,25,Llama 3.2 3B Instruct,zero-shot,false,ikan merah,Red snapper,Ikan merah,Red fish
25,25,Llama 3.2 3B Instruct,zero-shot,false,tomato,Tomato,Tomato,Tomato
26,26,Llama 3.2 3B Instruct,zero-shot,false,tepung gandum,Wheat flour,Tepung gandum,All-purpose flour
26,26,Llama 3.2 3B Instruct,zero-shot,false,garam,Salt,Garam,Salt
26,26,Llama 3.2 3B Instruct,zero-shot,false,cinnamon,Cinnamon powder,Cinnamon,Cinnamon
26,26,Llama 3.2 3B Instruct,zero-shot,false,baking powder,Baking powder,Baking powder,Baking powder
26,26,Llama 3.2 3B Instruct,zero-shot,false,gula,Sugar,Gula,Sugar
26,26,Llama 3.2 3B Instruct,zero-shot,false,telur,Egg,Telur,Egg
26,26,Llama 3.2 3B Instruct,zero-shot,false,esen vanila,Vanilla essence,Esen vanila,Vanilla extract
26,26,Llama 3.2 3B Instruct,zero-shot,false,,,Dairy milk,Milk
26,26,Llama 3.2 3B Instruct,zero-shot,false,butter,Butter,Butter,Butter
26,26,Llama 3.2 3B Instruct,zero-shot,false,apple hijau,Green apple,Apple hijau,Green apple
27,27,Llama 3.2 3B Instruct,zero-shot,false,siakap,Barramundi,னிகு,Siakap
27,27,Llama 3.2 3B Instruct,zero-shot,false,,,பிகு,Serasi
27,27,Llama 3.2 3B Instruct,zero-shot,false,halia,Ginger,கிு,Halia
27,27,Llama 3.2 3B Instruct,zero-shot,false,halia,Ginger,கிு,Halia
27,27,Llama 3.2 3B Instruct,zero-shot,false,Akar ketumbar,Coriander roots,கிு,Akar ketumbar
27,27,Llama 3.2 3B Instruct,zero-shot,false,,,கிு,Serasi
27,27,Llama 3.2 3B Instruct,zero-shot,false,,,கிு,Serasi
27,27,Llama 3.2 3B Instruct,zero-shot,false,,,கிு,Serasi
27,27,Llama 3.2 3B Instruct,zero-shot,false,,,கிு,Serasi
27,27,Llama 3.2 3B Instruct,zero-shot,false,,,கிு,Serasi
27,27,Llama 3.2 3B Instruct,zero-shot,false,,,கிு,Serasi
27,27,Llama 3.2 3B Instruct,zero-shot,false,,,கிு,Serasi
27,27,Llama 3.2 3B Instruct,zero-shot,false,,,கிு,Serasi
27,27,Llama 3.2 3B Instruct,zero-shot,false,,,கிு,Serasi
27,27,Llama 3.2 3B Instruct,zero-shot,false,,,கிு,Serasi
27,27,Llama 3.2 3B Instruct,zero-shot,false,,,கிு,Serasi
27,27,Llama 3.2 3B Instruct,zero-shot,false,,,கிு,Serasi
27,27,Llama 3.2 3B Instruct,zero-shot,false,,,கிு,Serasi
27,27,Llama 3.2 3B Instruct,zero-shot,false,,,கிு,Serasi
28,28,Llama 3.2 3B Instruct,zero-shot,false,chia seeds,Chia seeds,னி௃கழ்,Chia seeds
28,28,Llama 3.2 3B Instruct,zero-shot,false,,,பி௃கழ்,Full cream milk
28,28,Llama 3.2 3B Instruct,zero-shot,false,santan,Coconut milk,பி௃கழ்,Santan
28,28,Llama 3.2 3B Instruct,zero-shot,false,peanut butter,Peanut butter,பி௃கழ்,Peanut butter
28,28,Llama 3.2 3B Instruct,zero-shot,false,coklat cip,Chocolate chips,பி௃கழ்,Coklat cip
28,28,Llama 3.2 3B Instruct,zero-shot,false,kekacang,Peanut brittle / Crushed nuts,பி௃கழ்,Kekacang
28,28,Llama 3.2 3B Instruct,zero-shot,false,madu,Honey,பி௃கழ்,Madu
28,28,Llama 3.2 3B Instruct,zero-shot,false,pisang,Banana,பி௃கழ்,Pisang
28,28,Llama 3.2 3B Instruct,zero-shot,false,biskut,Biscuits / Cookies,பி௃கழ்,Biskut
28,28,Llama 3.2 3B Instruct,zero-shot,false,coklat hazelnut,Hazelnut chocolate spread,பி௃கழ்,Coklat hazelnut
28,28,Llama 3.2 3B Instruct,zero-shot,false,,,பி௃கழ்,Naga
28,28,Llama 3.2 3B Instruct,zero-shot,false,blueberry,Blueberries,பி௃கழ்,Blueberry
28,28,Llama 3.2 3B Instruct,zero-shot,false,coklat cip,Chocolate chips,பி௃கழ்,Coklat cip
29,29,Llama 3.2 3B Instruct,zero-shot,false,bawang putih,Garlic,Bawang putih,Garlic
29,29,Llama 3.2 3B Instruct,zero-shot,false,halia,Ginger,Halia,Ginger
29,29,Llama 3.2 3B Instruct,zero-shot,false,lengkuas,Galangal,Lengkuas,Galangal
29,29,Llama 3.2 3B Instruct,zero-shot,false,kunyit hidup,Fresh turmeric,Kunyit hidup,Fresh turmeric
29,29,Llama 3.2 3B Instruct,zero-shot,false,biji ketumbar,Coriander seeds,Biji ketumbar,Coriander seeds
29,29,Llama 3.2 3B Instruct,zero-shot,false,jintan putih,Cumin seeds,Jintan putih,White peppercorns
29,29,Llama 3.2 3B Instruct,zero-shot,false,buah keras,Candlenuts,Buah keras,Pineapple
29,29,Llama 3.2 3B Instruct,zero-shot,false,bunga lawang,Star anise,Bunga lawang,Kaffir lime leaves
29,29,Llama 3.2 3B Instruct,zero-shot,false,daun lima purut,Kaffir lime leaves,Bunga lawang,Kaffir lime leaves
29,29,Llama 3.2 3B Instruct,zero-shot,false,,,Pelaga,Galangal leaves
29,29,Llama 3.2 3B Instruct,zero-shot,false,serai,Lemongrass,Serai,Lemongrass
29,29,Llama 3.2 3B Instruct,zero-shot,false,,,Daun salam,Bay leaves
29,29,Llama 3.2 3B Instruct,zero-shot,false,bawang besar,Large onion,Bawang besar,Onion
29,29,Llama 3.2 3B Instruct,zero-shot,false,cili kisar,Chili paste,Cili kisar,Red chili peppers
29,29,Llama 3.2 3B Instruct,zero-shot,false,ayam,Chicken,Ayam,Chicken
29,29,Llama 3.2 3B Instruct,zero-shot,false,santan,Coconut milk,Santan,Coconut milk
30,30,Llama 3.2 3B Instruct,zero-shot,false,,,,
30,30,Llama 3.2 3B Instruct,zero-shot,false,,,,
30,30,Llama 3.2 3B Instruct,zero-shot,false,,,,
30,30,Llama 3.2 3B Instruct,zero-shot,false,,,,
31,31,Llama 3.2 3B Instruct,zero-shot,false,bawang putih,garlic,னிகை,Garlic
31,31,Llama 3.2 3B Instruct,zero-shot,false,,,సிகை,Chili peppers
31,31,Llama 3.2 3B Instruct,zero-shot,false,butter,butter,கிை,Butter
31,31,Llama 3.2 3B Instruct,zero-shot,false,,,கிை,Buttermilk sauce
31,31,Llama 3.2 3B Instruct,zero-shot,false,,,கிை,Cumin powder
31,31,Llama 3.2 3B Instruct,zero-shot,false,cheese,cheese,கிை,Cheese
31,31,Llama 3.2 3B Instruct,zero-shot,false,,,ಞிகை,Roti mantou
33,33,Llama 3.2 3B Instruct,zero-shot,false,bawang putih,garlic,னிகு,Garlic
33,33,Llama 3.2 3B Instruct,zero-shot,false,,,பிகு,Onion
33,33,Llama 3.2 3B Instruct,zero-shot,false,fish cake,fish cake,மிகு,Fish cake
33,33,Llama 3.2 3B Instruct,zero-shot,false,,,கிு,Udon noodles
33,33,Llama 3.2 3B Instruct,zero-shot,false,carrots,carrot,கிு,Carrots
33,33,Llama 3.2 3B Instruct,zero-shot,false,minyak bijan,sesame oil,கிு,Sesame oil
33,33,Llama 3.2 3B Instruct,zero-shot,false,,,கிு,Salt
35,35,Llama 3.2 3B Instruct,zero-shot,false,gula,sugar,gula,sugar
35,35,Llama 3.2 3B Instruct,zero-shot,false,roti,bread,roti,bread
35,35,Llama 3.2 3B Instruct,zero-shot,false,,,krimer sejat FNN,heavy cream
35,35,Llama 3.2 3B Instruct,zero-shot,false,telur,egg,telur,egg
35,35,Llama 3.2 3B Instruct,zero-shot,false,,,krimer manis FNN,sugar cream cheese
35,35,Llama 3.2 3B Instruct,zero-shot,false,esen vanila,vanilla essence,esen vanila,vanilla extract
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,,
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,,
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,,
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,,
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,,
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,,
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,,
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,,
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,,
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,,
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,,
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,,
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,,
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,,
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,,
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,,
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,,
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,,
36,36,Llama 3.2 3B Instruct,zero-shot,false,,,,
37,37,Llama 3.2 3B Instruct,zero-shot,false,bawang merah,shallot,பி் கற௉,Bawang Merah
37,37,Llama 3.2 3B Instruct,zero-shot,false,bawang putih,garlic,கற௉ ப்,Bawang Putih
37,37,Llama 3.2 3B Instruct,zero-shot,false,cili padi,bird’s eye chili,கி் ப௉,Cili Padi
37,37,Llama 3.2 3B Instruct,zero-shot,false,cili padi,bird’s eye chili,கி் ப௉,Cili Padi
37,37,Llama 3.2 3B Instruct,zero-shot,false,,,கி் ப௉,Cili Kering
37,37,Llama 3.2 3B Instruct,zero-shot,false,serai,lemongrass,கி் ப௉,Serai
37,37,Llama 3.2 3B Instruct,zero-shot,false,,,கி் ப௉,Kunyit
37,37,Llama 3.2 3B Instruct,zero-shot,false,santan,coconut milk,கி் ப௉,Santan
37,37,Llama 3.2 3B Instruct,zero-shot,false,,,கி் ப௉,Ikan Sardin
37,37,Llama 3.2 3B Instruct,zero-shot,false,telur,egg,கி் ப௉,Telur
37,37,Llama 3.2 3B Instruct,zero-shot,false,bawang merah,shallot,கி் ப௉,Bawang Merah
37,37,Llama 3.2 3B Instruct,zero-shot,false,bawang putih,garlic,கி் ப௉,Bawang Putih
37,37,Llama 3.2 3B Instruct,zero-shot,false,cili padi,bird’s eye chili,கி் ப௉,Cili Padi
37,37,Llama 3.2 3B Instruct,zero-shot,false,cili padi,bird’s eye chili,கி் ப௉,Cili Padi
37,37,Llama 3.2 3B Instruct,zero-shot,false,,,கி் ப௉,Cili Kering
37,37,Llama 3.2 3B Instruct,zero-shot,false,serai,lemongrass,கி் ப௉,Serai
37,37,Llama 3.2 3B Instruct,zero-shot,false,,,கி் ப௉,Kunyit
37,37,Llama 3.2 3B Instruct,zero-shot,false,santan,coconut milk,கி் ப௉,Santan
37,37,Llama 3.2 3B Instruct,zero-shot,false,,,கி் ப௉,Ikan Sardin
38,38,Llama 3.2 3B Instruct,zero-shot,false,ayam,chicken,Ayam,Chicken
38,38,Llama 3.2 3B Instruct,zero-shot,false,,,Black Pepper,Black Pepper
38,38,Llama 3.2 3B Instruct,zero-shot,false,cili padi,bird’s eye chili,Cili Padi,Thai Chili Peppers
38,38,Llama 3.2 3B Instruct,zero-shot,false,,,Bawang Merah,Red Onion
38,38,Llama 3.2 3B Instruct,zero-shot,false,,,Bawang Putih,Garlic
38,38,Llama 3.2 3B Instruct,zero-shot,false,sos plum,plum sauce,Sos Plum,Plum Sauce
38,38,Llama 3.2 3B Instruct,zero-shot,false,sos tiram,oyster sauce,Sos Tiram,Tiram Sauce
38,38,Llama 3.2 3B Instruct,zero-shot,false,kicap manis,sweet soy sauce,Kicap Manis,Sweet Soy Sauce
38,38,Llama 3.2 3B Instruct,zero-shot,false,sos ikan,fish sauce,Sos Ikan,Fish Sauce
38,38,Llama 3.2 3B Instruct,zero-shot,false,serai,lemongrass,Serai,Lemongrass
38,38,Llama 3.2 3B Instruct,zero-shot,false,,,Daun Limau Purut,Lime Leaves
39,39,Llama 3.2 3B Instruct,zero-shot,false,tepung gandum,wheat flour,tepung gandum,all-purpose flour
39,39,Llama 3.2 3B Instruct,zero-shot,false,yeast,yeast,yeast,active dry yeast
39,39,Llama 3.2 3B Instruct,zero-shot,false,gula,sugar,gula,sugar
39,39,Llama 3.2 3B Instruct,zero-shot,false,,,bawang holland,onion
39,39,Llama 3.2 3B Instruct,zero-shot,false,,,carrots,carrot
39,39,Llama 3.2 3B Instruct,zero-shot,false,,,kangkung,water spinach
39,39,Llama 3.2 3B Instruct,zero-shot,false,,,togu,tofu
39,39,Llama 3.2 3B Instruct,zero-shot,false,sos thai,Thai chili sauce,sos thai,Thai red curry paste
39,39,Llama 3.2 3B Instruct,zero-shot,false,cili padi,bird’s eye chili,cili padi,chili pepper
39,39,Llama 3.2 3B Instruct,zero-shot,false,bawang putih,garlic,bawang putih,garlic
39,39,Llama 3.2 3B Instruct,zero-shot,false,air,water,air,
39,39,Llama 3.2 3B Instruct,zero-shot,false,air,water,air,
40,40,Llama 3.2 3B Instruct,zero-shot,false,serai,lemongrass,serai,lemon grass
40,40,Llama 3.2 3B Instruct,zero-shot,false,bawang merah,shallot,bawang merah,red onion
40,40,Llama 3.2 3B Instruct,zero-shot,false,,,bawang putih,garlic
40,40,Llama 3.2 3B Instruct,zero-shot,false,,,halia,galangal
40,40,Llama 3.2 3B Instruct,zero-shot,false,udang kering,dried shrimp,udang kering,dried shrimp
40,40,Llama 3.2 3B Instruct,zero-shot,false,cili kisar,chili paste,cili kisar,chili flakes
40,40,Llama 3.2 3B Instruct,zero-shot,false,rempah kari,curry powder,rempah kari,curry powder
40,40,Llama 3.2 3B Instruct,zero-shot,false,ayam,chicken,ayam,chicken
40,40,Llama 3.2 3B Instruct,zero-shot,false,santan,coconut milk,santan,coconut milk
